basename,label,dataset,snr
spec-1476-52964-0481,K1,train,56.50606
spec-2818-54616-0370,K1,train,23.57921
spec-2251-53557-0041,K1,train,39.6001
spec-3442-54983-0134,K1,train,51.07505
spec-2304-53762-0201,K1,train,54.42695
spec-2389-54213-0481,K1,train,60.5302
spec-2624-54380-0400,K1,train,34.26314
spec-2667-54142-0615,K1,train,33.59601
spec-2571-54055-0094,K1,train,50.76155
spec-2554-54263-0581,K1,train,31.81442
spec-3429-54976-0538,K1,train,35.40656
spec-1078-52643-0517,K1,train,14.19655
spec-2712-54409-0371,K1,train,46.51189
spec-2847-54452-0247,K1,train,48.22372
spec-3285-54948-0408,K1,train,54.46439
spec-1259-52931-0335,K1,train,38.58717
spec-1143-52619-0562,K1,train,91.29465
spec-2179-53555-0263,K1,train,42.16597
spec-3225-54853-0295,K1,train,39.83385
spec-2179-53555-0417,K1,train,50.86672
spec-2078-53378-0401,K1,train,23.6025
spec-2258-54328-0289,K1,train,26.89656
spec-2184-53534-0591,K1,train,49.89426
spec-0531-52028-0249,K1,train,68.78495
spec-3162-54800-0004,K1,train,101.4568
spec-1499-53001-0497,K1,train,28.83268
spec-2553-54631-0590,K1,train,66.66246
spec-2569-54234-0446,K1,train,28.52429
spec-1143-52619-0637,K1,train,45.73243
spec-2568-54153-0353,K1,train,22.22552
spec-3132-54746-0076,K1,train,39.83012
spec-3177-54833-0231,K1,train,59.78642
spec-2380-53759-0583,K1,train,53.73027
spec-1143-52619-0626,K1,train,63.55311
spec-3251-54882-0491,K1,train,44.34996
spec-2907-54580-0535,K1,train,89.06396
spec-2177-54557-0139,K1,train,53.45401
spec-2042-53378-0066,K1,train,51.6095
spec-3137-54730-0387,K1,train,63.10516
spec-2447-54498-0221,K1,train,58.4284
spec-1664-52965-0269,K1,train,33.32234
spec-2330-53738-0128,K1,train,18.87014
spec-1888-53239-0129,K1,train,27.81245
spec-2377-53991-0248,K1,train,23.92034
spec-2379-53762-0396,K1,train,35.40475
spec-2887-54495-0037,K1,train,13.16362
spec-2078-53378-0275,K1,train,26.7201
spec-2848-54453-0303,K1,train,73.24303
spec-2944-54523-0428,K1,train,76.42872
spec-2796-54629-0498,K1,train,50.24899
spec-2249-53566-0319,K1,train,26.29811
spec-2800-54326-0203,K1,train,42.7025
spec-2060-53706-0407,K1,train,30.07422
spec-1868-53318-0048,K1,train,61.9478
spec-2566-54333-0138,K1,train,24.74353
spec-3208-54853-0007,K1,train,44.35931
spec-2447-54498-0515,K1,train,40.04561
spec-2846-54461-0366,K1,train,64.85859
spec-2048-53378-0614,K1,train,70.31366
spec-2055-53729-0107,K1,train,55.66398
spec-1108-53227-0533,K1,train,30.04437
spec-2399-53764-0359,K1,train,17.81614
spec-2628-54326-0486,K1,train,25.34258
spec-1882-53262-0025,K1,train,14.57184
spec-2049-53350-0084,K1,train,33.73934
spec-2535-54632-0264,K1,train,63.77809
spec-1125-52606-0249,K1,train,49.07934
spec-2931-54590-0589,K1,train,68.04025
spec-3196-54834-0434,K1,train,47.80622
spec-2069-53376-0340,K1,train,23.80499
spec-2869-54454-0171,K1,train,86.42027
spec-2195-54234-0067,K1,train,24.6899
spec-3327-54951-0111,K1,train,64.58835
spec-2397-53763-0600,K1,train,27.17552
spec-2314-53712-0507,K1,train,58.84948
spec-3109-54833-0328,K1,train,51.9406
spec-2544-53884-0628,K1,train,29.08874
spec-3144-54763-0124,K1,train,51.18314
spec-3129-54747-0638,K1,train,49.14846
spec-3225-54853-0414,K1,train,39.71866
spec-2844-54437-0084,K1,train,48.06811
spec-2336-53712-0532,K1,train,26.81432
spec-2694-54199-0430,K1,train,15.78224
spec-2673-54096-0403,K1,train,11.95095
spec-2538-54271-0407,K1,train,53.77555
spec-2800-54326-0598,K1,train,64.80614
spec-3298-54924-0403,K1,train,50.87415
spec-2824-54452-0541,K1,train,47.09695
spec-2186-54327-0353,K1,train,23.91599
spec-2946-54506-0078,K1,train,77.37933
spec-2914-54533-0208,K1,train,35.52775
spec-1102-52883-0118,K1,train,18.87496
spec-2819-54617-0541,K1,train,40.3913
spec-2390-54094-0331,K1,train,44.46718
spec-1881-53261-0541,K1,train,24.10668
spec-2210-53535-0527,K1,train,49.76423
spec-2805-54380-0496,K1,train,34.23985
spec-2447-54498-0446,K1,train,61.92146
spec-2043-53351-0444,K1,train,30.62096
spec-2862-54471-0393,K1,train,37.87463
spec-2321-53711-0310,K1,train,20.54348
spec-2628-54326-0326,K1,train,35.24992
spec-2164-53886-0090,K1,train,36.98129
spec-3160-54793-0265,K1,train,106.3758
spec-2942-54521-0357,K1,train,30.07059
spec-2401-53768-0481,K1,train,21.74572
spec-2550-54206-0025,K1,train,13.26722
spec-3298-54924-0361,K1,train,15.24688
spec-3184-54850-0186,K1,train,66.28225
spec-2055-53729-0473,K1,train,58.33616
spec-2690-54211-0465,K1,train,28.99277
spec-3211-54852-0315,K1,train,51.54452
spec-3134-54806-0526,K1,train,52.20835
spec-3196-54834-0067,K1,train,53.48651
spec-2548-54152-0378,K1,train,21.86082
spec-2174-53521-0030,K1,train,30.91083
spec-2557-54178-0290,K1,train,23.66744
spec-2918-54554-0020,K1,train,63.28141
spec-2381-53762-0352,K1,train,49.33531
spec-3156-54792-0258,K1,train,59.91837
spec-3003-54845-0114,K1,train,76.78234
spec-2079-53379-0604,K1,train,25.424
spec-2047-53732-0181,K1,train,27.17962
spec-2300-53682-0035,K1,train,39.44667
spec-1067-52616-0340,K1,train,25.58144
spec-2862-54471-0605,K1,train,49.18079
spec-3137-54730-0443,K1,train,56.1132
spec-3362-54939-0111,K1,train,62.84073
spec-2304-53762-0565,K1,train,37.9122
spec-2805-54380-0601,K1,train,17.86205
spec-2846-54461-0605,K1,train,77.84193
spec-2897-54585-0554,K1,train,33.57789
spec-2378-53759-0011,K1,train,54.59734
spec-2620-54339-0126,K1,train,35.13163
spec-2491-53855-0368,K1,train,11.54197
spec-2310-53710-0119,K1,train,26.66179
spec-1666-52991-0226,K1,train,76.09286
spec-1920-53314-0279,K1,train,55.57948
spec-1660-53230-0082,K1,train,24.23853
spec-2728-54416-0279,K1,train,24.80973
spec-3114-54773-0551,K1,train,128.1562
spec-2182-53905-0374,K1,train,28.43735
spec-3003-54845-0432,K1,train,68.64254
spec-3181-54860-0506,K1,train,40.9064
spec-2817-54627-0622,K1,train,33.66907
spec-0349-51699-0618,K1,train,48.01047
spec-1662-52970-0232,K1,train,10.07548
spec-1502-53741-0360,K1,train,31.84857
spec-1251-52964-0098,K1,train,41.1701
spec-2322-53727-0410,K1,train,10.98365
spec-1778-53883-0348,K1,train,25.58981
spec-3310-54919-0047,K1,train,40.40398
spec-2869-54454-0576,K1,train,22.16025
spec-2304-53762-0577,K1,train,28.86218
spec-2075-53730-0478,K1,train,23.94602
spec-1476-52964-0537,K1,train,12.83056
spec-0634-52149-0225,K1,train,45.53335
spec-3173-54849-0489,K1,train,66.62771
spec-2846-54461-0509,K1,train,72.55829
spec-1504-52940-0219,K1,train,38.05754
spec-3264-54889-0117,K1,train,30.56485
spec-2333-53682-0456,K1,train,95.22914
spec-2800-54326-0476,K1,train,42.8544
spec-2698-54140-0617,K1,train,12.17691
spec-3002-54844-0250,K1,train,64.23174
spec-3296-54909-0253,K1,train,32.76158
spec-2302-53709-0305,K1,train,17.93979
spec-2300-53682-0062,K1,train,47.81635
spec-1756-53080-0374,K1,train,26.39368
spec-1486-52993-0546,K1,train,16.21506
spec-1889-53240-0095,K1,train,12.02946
spec-2387-53770-0366,K1,train,56.49498
spec-2072-53430-0361,K1,train,17.22897
spec-2888-54529-0633,K1,train,60.44432
spec-1910-53321-0420,K1,train,30.93818
spec-2815-54414-0374,K1,train,43.87573
spec-1512-53742-0074,K1,train,29.71883
spec-3426-54977-0341,K1,train,41.03825
spec-2449-54271-0294,K1,train,36.08904
spec-2936-54626-0361,K1,train,33.34777
spec-2061-53711-0024,K1,train,33.7084
spec-1909-53261-0065,K1,train,25.54866
spec-2925-54584-0253,K1,train,68.69214
spec-3005-54876-0340,K1,train,44.86524
spec-3211-54852-0250,K1,train,71.4595
spec-3006-54632-0442,K1,train,56.66308
spec-2184-53534-0440,K1,train,28.68969
spec-2861-54583-0068,K1,train,58.93731
spec-2554-54263-0412,K1,train,31.57932
spec-1983-53442-0285,K1,train,48.78237
spec-2620-54397-0081,K1,val,62.31715
spec-2071-53741-0340,K1,val,13.02484
spec-2938-54526-0532,K1,val,88.3182
spec-2944-54523-0179,K1,val,28.0446
spec-3246-54939-0069,K1,val,74.76252
spec-2305-54414-0331,K1,val,46.36378
spec-0420-51871-0471,K1,val,30.20913
spec-2620-54339-0552,K1,val,14.00108
spec-2941-54507-0376,K1,val,49.86705
spec-3324-54943-0193,K1,val,42.35894
spec-6029-56099-0470,K1,val,15.73985
spec-2866-54478-0273,K1,val,72.96758
spec-2697-54389-0451,K1,val,22.76948
spec-2560-54205-0061,K1,val,15.62222
spec-1487-52964-0321,K1,val,62.28372
spec-1255-52962-0258,K1,val,28.60855
spec-1491-52996-0024,K1,val,29.47025
spec-2841-54451-0343,K1,val,91.82684
spec-3243-54910-0134,K1,val,67.58147
spec-2534-53917-0139,K1,val,29.9731
spec-1137-52971-0570,K1,val,16.08577
spec-2338-53683-0042,K1,val,80.74117
spec-1962-53321-0309,K1,val,14.17433
spec-2668-54084-0203,K1,val,46.45287
spec-2310-53710-0401,K1,val,35.92341
spec-2047-53732-0412,K1,val,39.83758
spec-3005-54876-0289,K1,val,41.22832
spec-1995-53415-0101,K1,val,30.34059
spec-2697-54389-0113,K1,val,27.64293
spec-7332-56683-0041,K1,val,45.4602
spec-2887-54495-0153,K1,val,12.0129
spec-3205-54848-0019,K1,val,33.47736
spec-2700-54417-0576,K1,val,38.11929
spec-1134-52644-0140,K1,val,23.38773
spec-1851-53524-0283,K1,val,49.06848
spec-2193-53888-0424,K1,val,24.97445
spec-2054-53431-0273,K1,val,41.49108
spec-2623-54096-0370,K1,val,29.48291
spec-1135-53024-0331,K1,val,55.23378
spec-2714-54208-0146,K1,val,28.503
spec-2841-54451-0222,K1,val,90.99985
spec-3284-54907-0273,K1,val,56.66601
spec-2049-53350-0033,K1,val,30.21666
spec-2840-54441-0151,K1,val,62.77486
spec-2247-54169-0399,K1,val,50.23444
spec-2820-54599-0508,K1,val,33.87299
spec-3166-54830-0366,K1,val,51.9775
spec-3131-54731-0115,K1,val,81.6244
spec-1116-52932-0430,K1,val,11.12039
spec-2620-54339-0368,K1,val,22.18344
spec-2038-53327-0534,K1,val,32.83835
spec-2564-54275-0402,K1,val,64.52479
spec-2459-54544-0598,K1,val,84.31343
spec-3122-54821-0241,K1,val,47.4348
spec-2338-53683-0378,K1,val,81.47628
spec-2076-53442-0621,K1,val,22.66924
spec-2389-54213-0550,K1,val,75.80002
spec-2668-54084-0056,K1,val,48.78702
spec-1133-52993-0138,K1,val,59.4519
spec-2854-54465-0401,K1,val,30.30088
spec-3149-54806-0597,K1,val,49.42
spec-2681-54397-0049,K1,val,72.67213
spec-2409-54210-0370,K1,val,14.09838
spec-3329-54970-0430,K1,val,60.62556
spec-2545-53915-0478,K1,val,41.42788
spec-2072-53430-0066,K1,val,11.47682
spec-2668-54084-0191,K1,val,44.03933
spec-1177-52824-0047,K1,val,41.25515
spec-2682-54401-0561,K1,val,28.88852
spec-3299-54908-0388,K1,val,46.45131
spec-3110-54747-0290,K1,val,90.4314
spec-1102-52883-0303,K1,val,17.84628
spec-3327-54951-0112,K1,val,61.23539
spec-2556-54000-0075,K1,val,47.76321
spec-3586-55181-0272,K1,val,12.06893
spec-1144-53238-0302,K1,val,51.27326
spec-3241-54884-0112,K1,val,108.0191
spec-2846-54461-0179,K1,val,81.44691
spec-2262-54623-0585,K1,val,32.45716
spec-3779-55222-0309,K1,val,51.67632
spec-3334-54927-0303,K1,val,55.37555
spec-7708-57664-0621,K1,val,40.63608
spec-2446-54571-0102,K1,val,40.39705
spec-3186-54853-0146,K1,val,68.33784
spec-3121-54749-0313,K1,val,49.07436
spec-2176-54243-0502,K1,val,47.09265
spec-3138-54740-0318,K1,val,96.96253
spec-2319-53763-0427,K1,val,23.47045
spec-2712-54409-0029,K1,val,61.26495
spec-2852-54468-0307,K1,val,62.13456
spec-2334-53730-0349,K1,val,49.01596
spec-2252-53565-0017,K1,val,27.79848
spec-3387-54951-0501,K1,val,40.65932
spec-2547-53917-0001,K1,val,13.31719
spec-1857-53182-0359,K1,val,20.33756
spec-2258-54328-0229,K1,val,24.00377
spec-2534-53917-0611,K1,val,23.05396
spec-3152-54801-0047,K1,val,73.73811
spec-3207-54850-0596,K1,val,38.80157
spec-2444-54082-0410,K1,val,32.18482
spec-1001-52670-0341,K1,val,17.97014
spec-2963-54589-0311,K1,val,51.28961
spec-2851-54485-0097,K1,val,88.84534
spec-2335-53730-0105,K1,val,51.60206
spec-2828-54438-0336,K1,val,28.93163
spec-2071-53741-0021,K1,val,23.86932
spec-0736-52221-0348,K1,val,38.03917
spec-2547-53917-0166,K1,val,16.18356
spec-2553-54631-0442,K1,val,66.06416
spec-2377-53991-0293,K1,val,26.40419
spec-3442-54983-0604,K1,val,36.31953
spec-2265-53674-0596,K1,val,20.01002
spec-2540-54110-0463,K1,val,33.16903
spec-2909-54653-0177,K1,val,36.12061
spec-2313-53726-0490,K1,val,41.16121
spec-1065-52586-0403,K1,val,29.03785
spec-3317-54908-0532,K1,val,48.78188
spec-2049-53350-0568,K1,val,52.17857
spec-2672-54085-0246,K1,val,42.61544
spec-3284-54907-0262,K1,val,49.01777
spec-1130-52669-0139,K1,val,51.44502
spec-2555-54265-0547,K1,val,53.22198
spec-2354-53799-0406,K1,val,23.11118
spec-3293-54921-0168,K1,val,44.52682
spec-1883-53271-0339,K1,val,12.61577
spec-2302-53709-0055,K1,val,22.49308
spec-2667-54142-0428,K1,val,42.06017
spec-2903-54581-0436,K1,val,42.62288
spec-2697-54389-0417,K1,val,14.00623
spec-2565-54329-0636,K1,val,56.40096
spec-2839-54461-0560,K1,val,117.7964
spec-3150-54806-0537,K1,val,40.23388
spec-3210-54876-0434,K1,val,52.76533
spec-2851-54485-0574,K1,val,27.21592
spec-2556-54000-0548,K1,val,45.87128
spec-1149-53003-0121,K1,val,41.58054
spec-2798-54397-0242,K1,val,26.96007
spec-3241-54884-0489,K1,val,112.5982
spec-1144-53238-0262,K1,val,78.82157
spec-7330-56684-0461,K1,val,51.31232
spec-2410-54087-0414,K1,val,20.13543
spec-2901-54652-0068,K1,val,21.10105
spec-2819-54617-0138,K1,val,28.08249
spec-3334-54927-0347,K1,val,56.95709
spec-6059-56093-0250,K1,val,31.64864
spec-2554-54263-0116,K1,val,35.91259
spec-2800-54326-0133,K1,val,68.78149
spec-3315-54942-0491,K1,val,62.03725
spec-2694-54199-0413,K1,val,32.5201
spec-0898-52606-0075,K1,val,48.65502
spec-2917-54556-0166,K1,val,69.02765
spec-2047-53732-0468,K1,val,52.35703
spec-3334-54927-0021,K1,val,58.05109
spec-2690-54211-0627,K1,val,57.43437
spec-3234-54885-0470,K1,val,51.75942
spec-2394-54518-0219,K1,val,93.37191
spec-2861-54583-0006,K1,val,39.10851
spec-1517-52934-0290,K1,val,41.33133
spec-1513-53741-0621,K1,val,35.00624
spec-2407-53771-0279,K1,val,18.0575
spec-2176-54243-0343,K1,val,51.44064
spec-2062-53381-0576,K1,val,18.95891
spec-3327-54951-0169,K1,val,62.47018
spec-2053-53446-0406,K1,val,37.87899
spec-2179-53555-0499,K1,val,14.73525
spec-2377-53991-0059,K1,val,31.49775
spec-3127-54835-0587,K1,val,70.46218
spec-2676-54179-0592,K1,val,33.42109
spec-3175-54828-0270,K1,val,52.721
spec-2306-53726-0482,K1,val,51.75013
spec-1138-53228-0190,K1,val,36.84916
spec-7257-56658-0184,K1,val,30.90429
spec-2322-53727-0292,K1,val,19.95223
spec-2247-54169-0128,K1,val,41.03353
spec-2550-54206-0261,K1,val,12.49988
spec-2191-54621-0219,K1,val,19.66171
spec-2623-54096-0179,K1,val,13.92624
spec-2537-53906-0545,K1,val,38.92163
spec-1898-53260-0404,K1,val,54.43898
spec-1961-53299-0162,K1,val,60.01651
spec-2564-54275-0113,K1,val,26.52384
spec-2061-53405-0411,K1,val,18.51698
spec-2671-54141-0225,K1,val,16.86679
spec-2318-54628-0334,K1,val,25.55889
spec-2682-54401-0618,K1,val,91.42253
spec-3427-54979-0575,K1,val,46.68241
spec-3210-54876-0034,K1,val,54.28382
spec-3005-54876-0639,K1,val,67.25736
spec-2667-54142-0469,K1,val,42.3324
spec-2933-54617-0118,K1,val,46.92793
spec-2472-54175-0497,K1,val,24.52093
spec-3192-54829-0133,K1,val,57.61701
spec-3110-54747-0250,K1,val,83.28436
spec-2559-54208-0378,K1,val,54.43023
spec-2572-54056-0317,K1,val,48.9832
spec-1684-53239-0376,K1,val,22.77633
spec-2179-53555-0473,K1,val,32.71118
spec-2622-54095-0619,K1,val,51.80913
spec-3000-54843-0404,K1,val,62.95876
spec-1050-52721-0614,K1,val,47.22993
spec-3295-54924-0312,K1,val,106.8543
spec-2300-53682-0004,K1,val,50.92672
spec-1962-53321-0071,K1,val,23.96615
spec-1961-53299-0320,K1,val,45.32661
spec-2712-54409-0264,K1,val,39.8307
spec-2798-54397-0103,K1,val,65.9807
spec-3148-54802-0042,K1,val,53.40931
spec-3312-54969-0355,K1,val,35.59593
spec-2815-54414-0551,K1,val,74.14808
spec-3152-54801-0028,K1,val,93.22458
spec-3173-54849-0621,K1,val,40.88109
spec-2667-54142-0136,K1,val,40.41827
spec-0898-52606-0206,K1,val,49.97518
spec-3171-54862-0003,K1,val,37.48871
spec-1662-52970-0428,K1,val,17.18295
spec-3196-54834-0572,K1,val,55.4953
spec-3320-54912-0575,K1,val,45.7668
spec-2796-54629-0404,K1,val,52.22273
spec-2338-53683-0226,K1,val,81.88
spec-2542-53919-0231,K1,val,45.43727
spec-3328-54964-0330,K1,val,55.13919
spec-5010-55748-0304,K1,val,12.71253
spec-2729-54419-0378,K1,val,17.71036
spec-2075-53730-0363,K1,val,22.04756
spec-2446-54571-0322,K1,val,46.33319
spec-1886-53237-0088,K1,val,50.25331
spec-2379-53762-0426,K1,val,37.29319
spec-2253-54551-0190,K1,val,60.12993
spec-3334-54927-0529,K1,val,52.29047
spec-3236-54892-0127,K1,val,40.92369
spec-2712-54409-0217,K1,val,50.47932
spec-3207-54850-0637,K1,val,54.84574
spec-2846-54461-0537,K1,val,81.17685
spec-2310-53710-0502,K1,val,46.95243
spec-1664-52973-0554,K1,val,89.85426
spec-1135-53024-0068,K1,val,21.01152
spec-2894-54539-0447,K1,val,43.77781
spec-2667-54142-0024,K1,val,24.33543
spec-3145-54801-0109,K1,val,61.21795
spec-2251-53557-0623,K1,val,23.73488
spec-7657-57309-0536,K1,val,10.25405
spec-2334-53713-0299,K1,val,68.16863
spec-3293-54921-0080,K1,val,47.95628
spec-2318-54628-0528,K1,val,31.29506
spec-2182-53905-0099,K1,val,55.13778
spec-2558-54140-0346,K1,val,68.47174
spec-2050-53401-0633,K1,val,30.26684
spec-2397-53763-0401,K1,val,55.88087
spec-2729-54419-0202,K1,val,25.34512
spec-3195-54832-0446,K1,val,36.36415
spec-0544-52201-0261,K1,val,28.25854
spec-2925-54584-0383,K1,val,84.56701
spec-1068-52614-0104,K1,val,14.47934
spec-3312-54969-0070,K1,val,52.35928
spec-2414-54526-0072,K1,val,35.21787
spec-3114-54773-0218,K1,val,57.47062
spec-1832-54259-0273,K1,val,22.13065
spec-2188-54595-0295,K1,val,22.72431
spec-11653-58526-0713,K1,val,13.01944
spec-2257-53612-0392,K1,val,24.1271
spec-3109-54833-0359,K1,val,43.0577
spec-2913-54526-0222,K1,val,48.88895
spec-2681-54397-0204,K1,val,48.1661
spec-0641-52176-0534,K1,val,62.76749
spec-1514-52931-0406,K1,val,35.10311
spec-2387-53770-0134,K1,val,68.64231
spec-1522-52932-0276,K1,val,37.42833
spec-2806-54425-0103,K1,val,76.55718
spec-2573-54061-0638,K1,val,49.68483
spec-2846-54461-0496,K1,val,76.56068
spec-1664-52973-0161,K1,val,82.24184
spec-1909-53261-0194,K1,val,67.3531
spec-2679-54368-0326,K1,val,14.87477
spec-1916-53269-0554,K1,val,50.35672
spec-2667-54142-0500,K1,val,42.34956
spec-2623-54096-0298,K1,val,28.93367
spec-2848-54453-0035,K1,val,64.11593
spec-2800-54326-0018,K1,val,64.7481
spec-2821-54393-0187,K1,val,75.3698
spec-3123-54741-0418,K1,val,68.41132
spec-3335-54922-0413,K1,val,59.85087
spec-1254-52972-0399,K1,val,30.53153
spec-1666-52991-0215,K1,val,14.48719
spec-1135-53024-0524,K1,val,37.28079
spec-3214-54866-0074,K1,val,40.4603
spec-3116-54792-0422,K1,val,37.0389
spec-2062-53381-0402,K1,val,18.69398
spec-2716-54628-0006,K1,val,71.60049
spec-2047-53732-0549,K1,val,58.00406
spec-2537-53906-0323,K1,val,54.61496
spec-2191-54621-0184,K1,val,25.49023
spec-2701-54154-0625,K1,val,22.1458
spec-3384-54948-0613,K1,val,39.88791
spec-2716-54628-0015,K1,val,57.68229
spec-2679-54368-0570,K1,val,54.49516
spec-2623-54096-0243,K1,val,38.29368
spec-3137-54730-0237,K1,val,45.8306
spec-3145-54801-0332,K1,val,68.11478
spec-0324-51666-0177,K1,val,16.39894
spec-2707-54144-0435,K1,val,24.90355
spec-2247-53857-0300,K1,val,19.42082
spec-3196-54834-0094,K1,val,42.8502
spec-1900-53262-0230,K1,val,41.11153
spec-3171-54862-0207,K1,val,35.33418
spec-2678-54173-0451,K1,val,44.45893
spec-3128-54776-0062,K1,val,72.18907
spec-1664-52965-0621,K1,val,37.05875
spec-1919-53240-0052,K1,val,10.75535
spec-2313-53726-0074,K1,val,50.02927
spec-2177-54557-0105,K1,val,81.21595
spec-3334-54927-0546,K1,val,52.65002
spec-2668-54084-0437,K1,val,52.65143
spec-2851-54485-0359,K1,val,87.44096
spec-3106-54714-0639,K1,val,24.78348
spec-1197-52668-0548,K1,val,40.61565
spec-2382-54169-0081,K1,val,33.31348
spec-11081-58398-0845,K1,val,12.25923
spec-2536-53883-0630,K1,val,53.35942
spec-3285-54948-0249,K1,val,47.73497
spec-2870-54534-0448,K1,val,27.9938
spec-3228-54863-0449,K1,val,60.37217
spec-2826-54389-0408,K1,val,13.47328
spec-3149-54806-0319,K1,val,16.97789
spec-2826-54389-0532,K1,val,21.66276
spec-2333-53682-0520,K1,val,93.98433
spec-1730-53498-0064,K1,val,20.98257
spec-2302-53709-0405,K1,val,13.15962
spec-2390-54094-0086,K1,val,68.22946
spec-2299-53711-0510,K1,val,57.31322
spec-3006-54632-0306,K1,val,59.3276
spec-2540-54110-0348,K1,val,46.43388
spec-2550-54206-0270,K1,val,19.93006
spec-2259-53565-0352,K1,val,12.83111
spec-2308-54379-0352,K1,val,41.83152
spec-0987-52523-0465,K1,val,48.77381
spec-1857-53182-0334,K1,val,31.58685
spec-2544-53884-0308,K1,val,31.57338
spec-2622-54095-0043,K1,val,23.67563
spec-2063-53359-0430,K1,val,34.25792
spec-2889-54530-0607,K1,val,68.32036
spec-1106-52912-0470,K1,val,19.55734
spec-2554-54263-0191,K1,val,41.36778
spec-3327-54951-0469,K1,val,61.74911
spec-2379-53762-0302,K1,val,41.20132
spec-2380-53759-0471,K1,val,28.89194
spec-1662-52970-0249,K1,val,38.24373
spec-2070-53729-0057,K1,val,22.2984
spec-3478-55008-0108,K1,val,51.84283
spec-2566-54333-0024,K1,val,24.68178
spec-2670-54115-0076,K1,val,55.62416
spec-2927-54621-0570,K1,val,45.89704
spec-2047-53732-0320,K1,val,42.58556
spec-2696-54167-0107,K1,val,19.91781
spec-1143-52592-0626,K1,val,74.85763
spec-2050-53401-0271,K1,val,34.1353
spec-3243-54910-0252,K1,val,81.05791
spec-1914-53612-0332,K1,val,25.8659
spec-2189-54624-0597,K1,val,29.07767
spec-2624-54380-0363,K1,val,58.65863
spec-2382-54169-0366,K1,val,42.28419
spec-2474-54333-0185,K1,val,11.09914
spec-2304-53762-0365,K1,val,34.42682
spec-1117-52885-0128,K1,val,20.17055
spec-2622-54095-0595,K1,val,36.40942
spec-1138-53228-0162,K1,val,21.55637
spec-2678-54173-0335,K1,val,40.67394
spec-1886-53237-0446,K1,val,46.69181
spec-3159-54802-0265,K1,val,41.91497
spec-2464-54272-0271,K1,val,14.6082
spec-2313-53726-0298,K1,val,53.18134
spec-1891-53238-0528,K1,val,17.29658
spec-3166-54830-0626,K1,val,52.43976
spec-2535-54632-0144,K1,val,63.15353
spec-2043-53351-0586,K1,val,53.35298
spec-2056-53463-0239,K1,val,42.76258
spec-2379-53762-0351,K1,val,59.43205
spec-2414-54526-0275,K1,val,24.75987
spec-8870-57779-0026,K1,val,12.00772
spec-2865-54503-0518,K1,val,100.551
spec-3127-54835-0639,K1,val,50.07193
spec-2872-54533-0446,K1,val,48.3994
spec-2542-53919-0311,K1,val,17.90886
spec-1514-52931-0510,K1,val,17.16411
spec-2461-54570-0076,K1,val,21.76645
spec-2821-54393-0489,K1,val,64.90566
spec-2054-53431-0433,K1,val,29.74306
spec-4642-55926-0222,K1,val,16.26748
spec-2560-54205-0526,K1,val,20.87234
spec-2180-54613-0432,K1,val,69.96193
spec-2805-54380-0547,K1,val,53.26118
spec-3122-54821-0311,K1,val,47.21884
spec-2643-54208-0130,K1,val,42.25711
spec-3002-54844-0346,K1,val,49.33532
spec-2052-53401-0358,K1,val,33.75383
spec-1885-53230-0403,K1,val,16.77584
spec-3251-54882-0632,K1,val,60.03635
spec-1689-53177-0352,K1,val,59.52285
spec-0468-51912-0510,K1,val,61.34491
spec-3145-54801-0577,K1,val,82.53668
spec-1093-52591-0427,K1,val,10.41116
spec-1085-52531-0286,K1,test,29.45278
spec-1127-52932-0545,K1,test,49.26495
spec-1134-52644-0337,K1,test,30.74644
spec-2564-54275-0486,K1,test,39.20636
spec-3000-54892-0419,K1,test,50.4541
spec-2971-54590-0471,K1,test,43.63584
spec-2300-53682-0285,K1,test,41.97042
spec-2306-53726-0375,K1,test,55.89846
spec-2851-54485-0489,K1,test,71.81691
spec-1514-52931-0548,K1,test,10.36253
spec-3145-54801-0405,K1,test,101.5017
spec-2056-53463-0011,K1,test,48.6749
spec-2459-54544-0633,K1,test,64.43378
spec-1354-52814-0493,K1,test,49.26154
spec-7258-56605-0350,K1,test,30.72616
spec-2541-54481-0105,K1,test,28.15326
spec-1143-52592-0192,K1,test,46.59147
spec-2334-53713-0612,K1,test,65.3623
spec-1104-52912-0391,K1,test,45.78002
spec-2849-54454-0296,K1,test,66.2041
spec-2820-54599-0396,K1,test,35.76802
spec-1068-52614-0305,K1,test,57.43498
spec-2895-54567-0314,K1,test,67.8287
spec-3395-55004-0350,K1,test,49.88136
spec-2475-53845-0335,K1,test,59.52709
spec-2974-54592-0232,K1,test,50.47739
spec-2667-54142-0042,K1,test,27.91433
spec-2079-53379-0121,K1,test,16.14805
spec-2678-54173-0405,K1,test,38.77631
spec-1914-53729-0540,K1,test,33.94326
spec-2558-54140-0627,K1,test,67.53327
spec-1075-52933-0357,K1,test,26.8346
spec-2394-54551-0347,K1,test,48.18752
spec-2538-54271-0599,K1,test,58.49191
spec-2844-54437-0300,K1,test,41.73875
spec-3226-54857-0593,K1,test,55.9388
spec-2073-53728-0099,K1,test,21.42504
spec-3231-54890-0032,K1,test,76.9585
spec-2322-53727-0312,K1,test,33.4921
spec-2556-54000-0187,K1,test,38.06545
spec-3005-54876-0441,K1,test,49.52689
spec-1955-53442-0082,K1,test,28.91522
spec-2897-54585-0125,K1,test,62.95836
spec-2797-54616-0148,K1,test,63.59921
spec-2334-53730-0640,K1,test,43.18653
spec-1644-53144-0135,K1,test,14.72345
