basename,label,ra,dec,snr,resource,dataset
spec-56698-HD151053N291344V_sp15-111,G,227.829061,30.159971,46.35,lamost_low,train
spec-56299-EG023131N032619F04_sp12-128,G,38.7166886,5.1157196,15.98,lamost_low,train
spec-57092-HD084649N380231M01_sp08-127,G,132.9410848,37.4332806,23.0,lamost_low,train
spec-56807-KP185111N464417V02_sp04-125,G,283.174083,46.550861,128.73,lamost_low,train
spec-56393-HD094551N184100M01_sp12-070,G,147.384286,20.648291,42.29,lamost_low,train
spec-58903-KII113018S030012B01_sp14-054,G,170.805194,-2.625085,86.88,lamost_low,train
spec-59670-HD160623N052445B03_sp02-016,G,239.653111,4.048161,64.36,lamost_low,train
spec-57061-GAC069N20B1_sp13-214,G,71.549885,20.954682,48.73,lamost_low,train
spec-57407-KP090344N200347B01_sp09-226,G,137.536424,20.172077,10.2,lamost_low,train
spec-56425-HD124231N565955M01_sp07-019,G,192.907889,55.409898,108.37,lamost_low,train
spec-56230-GAC113N26B1_sp01-101,G,114.39776,25.021696,35.41,lamost_low,train
spec-56417-HD135059N531725F01_sp12-008,G,209.9471882,54.8984425,8.91,lamost_low,train
spec-56384-HD100153N235852B01_sp04-239,G,150.917616,23.908837,152.43,lamost_low,train
spec-59345-HD143249N140339M01_sp12-102,G,219.7129894,15.8419852,16.2,lamost_low,train
spec-59165-HD000240N512820B01_sp09-086,G,1.881177,52.742865,17.97,lamost_low,train
spec-58465-HD093359N232714B02_sp13-022,G,146.052368,24.166402,34.61,lamost_low,train
spec-57011-HD110955N323152M01_sp05-172,G,167.325778,31.830015,32.24,lamost_low,train
spec-59378-HD172411N365522B03_sp06-206,G,263.080672,35.797025,40.83,lamost_low,train
spec-57014-HD093959N532949M01_sp14-012,G,141.7079174,54.4904908,19.1,lamost_low,train
spec-57438-HD043333N180100V01_sp09-042,G,69.33396806,18.68665889,50.18,lamost_low,train
spec-57385-HD042233N322804V01_sp16-040,G,63.8356167,34.2647783,15.77,lamost_low,train
spec-58106-KII102026N112110B01_sp11-164,G,154.44558,13.661554,25.8,lamost_low,train
spec-56685-HD132914S012151V01_sp09-235,G,203.600693,-1.201348,164.89,lamost_low,train
spec-56204-GAC080N33B101_sp05-213,G,79.004407,32.645266,9.3,lamost_low,train
spec-55952-F5595204_sp15-053,G,155.737819,46.842148,8.9,lamost_low,train
spec-57329-GAC089N38B1_sp04-159,G,88.552644,38.42533,62.96,lamost_low,train
spec-57386-HD091118N401801V01_sp11-205,G,137.913341,42.509306,22.07,lamost_low,train
spec-56285-HD090744N104005M03_sp15-061,G,135.864889,11.43074,33.76,lamost_low,train
spec-59607-EG020922N055910V01_sp05-165,G,31.257766,5.134872,182.17,lamost_low,train
spec-55917-F5591705_sp06-082,G,146.345316,27.414172,40.3,lamost_low,train
spec-57101-HD152912N162344B01_sp05-102,G,232.452991,15.534582,163.52,lamost_low,train
spec-58424-HD211542N164339B02_sp07-175,G,319.725205,14.7349,206.72,lamost_low,train
spec-56751-HD115603N403851V01_sp06-063,G,181.871434,40.490378,134.63,lamost_low,train
spec-58199-HD083110N401329B02_sp03-110,G,126.196464,40.65424,43.34,lamost_low,train
spec-58491-HD103517N212243V01_sp08-131,G,160.1544628,20.6719481,88.15,lamost_low,train
spec-56343-HD120534N515552B01_sp14-223,G,178.172704,52.389573,60.41,lamost_low,train
spec-56719-HD121616S031407M_sp10-019,G,182.1318685,-3.256894,10.53,lamost_low,train
spec-58403-GACII324N11B2_sp05-193,G,323.25683,10.765072,131.68,lamost_low,train
spec-56993-EG013501N290602V01_sp04-184,G,23.324723,28.859128,70.09,lamost_low,train
spec-59263-HD145323N181407V02_sp08-173,G,224.0003281,17.7193669,109.55,lamost_low,train
spec-56971-HD092143N564157V01_sp15-161,G,139.007659,58.158568,268.21,lamost_low,train
spec-57282-EG224429N141726B01_sp16-200,G,339.51006,15.838346,17.14,lamost_low,train
spec-58513-KII044204N240038V01_sp09-043,G,71.4113097,24.5651192,37.0,lamost_low,train
spec-56971-HD041645N464641V01_sp13-238,G,66.3936642,47.2391519,67.85,lamost_low,train
spec-57307-KP192102N424113V04_sp02-090,G,287.87692,41.007671,138.13,lamost_low,train
spec-56981-HD030545N320151V01_sp13-145,G,48.4044583,32.6500472,17.18,lamost_low,train
spec-57899-HD153145N202238B02_sp04-114,G,233.420756,20.088789,170.51,lamost_low,train
spec-56246-EG023131N032619F_sp03-105,G,36.4024139,3.772302,16.76,lamost_low,train
spec-57279-KP192323N501616B01_sp05-205,G,289.87561,48.91814,147.34,lamost_low,train
spec-56658-HD093904S025022V01_sp04-066,G,144.821843,-2.69111,190.11,lamost_low,train
spec-57745-GAC089S00B1_sp08-201,G,90.274585,-2.4211512,33.36,lamost_low,train
spec-57003-HD120242N242647V01_sp03-026,G,179.617826,23.85846,32.52,lamost_low,train
spec-56698-HD105837N193719B01_sp02-216,G,163.401166,17.556831,9.91,lamost_low,train
spec-56397-HD151718N423357M01_sp02-250,G,227.867288,40.898444,79.82,lamost_low,train
spec-58783-HD213633N331403V01_sp13-095,G,326.4655647,33.3492636,131.72,lamost_low,train
spec-58099-GACII001N45B1_sp02-062,G,0.1792925,43.685142,51.32,lamost_low,train
spec-58040-GACII004N36M1_sp15-131,G,4.5659931,37.942141,73.57,lamost_low,train
spec-57031-HD122456N425117V01_sp10-028,G,183.886082,41.692165,228.42,lamost_low,train
spec-57760-HD021554N364614B01_sp06-229,G,35.439765,35.838362,5.53,lamost_low,train
spec-57066-GAC076N18B2_sp10-162,G,75.447475,17.812496,132.67,lamost_low,train
spec-57912-KP185031N425443V04_sp11-071,G,283.34769,44.889378,17.17,lamost_low,train
spec-57686-GAC088N08B2_sp07-071,G,89.917561,6.4025477,76.21,lamost_low,train
spec-56096-B5609603_sp06-188,G,264.749904,25.310177,36.48,lamost_low,train
spec-56322-GAC058N25B1_sp03-144,G,57.45519,25.667062,13.31,lamost_low,train
spec-56562-EG225232N033308M01_sp02-116,G,342.1552529,1.3957064,26.5,lamost_low,train
spec-57779-HD031226N474333V02_sp15-091,G,47.249714,48.681648,82.79,lamost_low,train
spec-58168-HD094610N064230V02_sp01-054,G,146.041042,4.960071,182.06,lamost_low,train
spec-57291-KP190808N440210V03_sp04-191,G,286.79099,43.694012,40.46,lamost_low,train
spec-57828-HD090902N172810B02_sp12-118,G,139.0675439,19.0877208,112.51,lamost_low,train
spec-56659-GAC076N21B1_sp16-087,G,75.202439,23.088,134.71,lamost_low,train
spec-56981-EG012217N184057V01_sp04-093,G,20.835309,18.296729,155.47,lamost_low,train
spec-58815-HD083217N291909B01_sp15-007,G,127.74991,30.422755,148.76,lamost_low,train
spec-57026-M31019N31B2_sp10-118,G,16.556043,31.082329,14.64,lamost_low,train
spec-58080-GAC092N46M1_sp10-233,G,90.370296,46.649298,43.49,lamost_low,train
spec-58487-KII104502N031824V01_sp11-151,G,160.6581319,5.5673453,87.03,lamost_low,train
spec-55955-GAC_103N06_V5_sp01-232,G,103.02867,4.6204306,15.88,lamost_low,train
spec-58017-GACII305N07B1_sp02-051,G,304.54831,5.8523159,71.22,lamost_low,train
spec-58837-EG032049S030630M01_sp10-217,G,48.7824331,-3.6571527,5.5,lamost_low,train
spec-56403-HD115014N541509B01_sp07-005,G,178.779853,52.521696,51.66,lamost_low,train
spec-56096-B5609603_sp03-203,G,261.72619,26.469351,22.51,lamost_low,train
spec-57866-HD180852N200242V01_sp04-201,G,272.15657,20.5431731,201.39,lamost_low,train
spec-57013-GAC069N16B2_sp02-221,G,68.363933,13.988937,65.35,lamost_low,train
spec-59193-TD104903N100928K01_sp02-020,G,161.6736688,8.1836255,46.74,lamost_low,train
spec-56351-GAC108N13V3_sp05-018,G,108.37407,12.470891,34.64,lamost_low,train
spec-56976-HD005814N335703V01_sp05-140,G,14.73149,32.896241,50.25,lamost_low,train
spec-57099-GAC109N40B2_sp07-127,G,112.13852,39.502107,41.64,lamost_low,train
spec-57821-HD153447N440403B01_sp02-079,G,231.561466,42.410366,38.99,lamost_low,train
spec-56423-HD121027N290405M01_sp15-121,G,182.866281,29.929088,27.23,lamost_low,train
spec-56299-HD112355N103146B01_sp02-029,G,169.606612,9.217691,100.27,lamost_low,train
spec-57692-HD044612N260207V01_sp16-178,G,70.1015281,27.5025783,23.7,lamost_low,train
spec-57491-HD093959N532949B02_sp12-034,G,147.413445,55.254665,97.88,lamost_low,train
spec-57719-GAC058N31M1_sp10-242,G,56.286025,30.829962,43.36,lamost_low,train
spec-55940-GAC_071N52_V2_sp03-128,G,70.299557,52.743076,24.32,lamost_low,train
spec-58874-TD064253N231249K01_sp11-219,G,101.0879005,25.616415,8.56,lamost_low,train
spec-56287-GAC101N22V2_sp16-018,G,99.69497,23.718374,54.96,lamost_low,train
spec-56669-GAC097N37B1_sp13-247,G,99.622673,37.882367,26.11,lamost_low,train
spec-58545-KII063110N165618V01_sp06-024,G,99.3677747,16.0335208,114.55,lamost_low,train
spec-56346-GAC110N45V1_sp16-150,G,109.14854,47.29895,48.99,lamost_low,train
spec-57425-HD133420N140639B02_sp07-019,G,204.824671,12.476898,27.0,lamost_low,train
spec-55998-B5599803_sp08-091,G,166.690974,26.997019,73.66,lamost_low,train
spec-57842-HD105355N474016B02_sp01-081,G,163.3891211,45.6313281,141.62,lamost_low,train
spec-59113-KP190339N395439V05_sp15-077,G,285.24631,40.99242,30.21,lamost_low,train
spec-56985-M31000N42B2_sp01-018,G,0.7288187,40.085877,34.3,lamost_low,train
spec-56753-HD160449N093841B01_sp02-207,G,239.82888,7.733393,109.53,lamost_low,train
spec-57066-HD141736N112006V01_sp12-177,G,216.154924,13.107919,121.22,lamost_low,train
spec-56369-HD120335S052846B01_sp07-236,G,181.938757,-7.469972,60.14,lamost_low,train
spec-57488-HD080504N130705V01_sp12-089,G,122.4368247,14.7354403,103.87,lamost_low,train
spec-58902-HD092329N074249B02_sp02-169,G,139.094796,6.224999,35.61,lamost_low,train
spec-56680-GAC085N22B1_sp07-107,G,86.468118,21.267289,111.01,lamost_low,train
spec-57091-HD165740N092230V01_sp13-193,G,256.4141722,10.3374019,56.26,lamost_low,train
spec-56619-GAC058N31B1_sp16-142,G,57.281505,33.040247,32.23,lamost_low,train
spec-57356-EG231359N193802B01_sp09-030,G,349.4324453,20.3271439,157.85,lamost_low,train
spec-57740-HD103011N505935V01_sp06-060,G,161.02373,50.792013,102.86,lamost_low,train
spec-56395-HD165204N145827M01_sp04-176,G,252.748746,14.780912,59.02,lamost_low,train
spec-56687-GAC080N37V1_sp16-036,G,78.576734,39.443447,298.75,lamost_low,train
spec-57428-HD091118N401801M01_sp03-056,G,136.2866332,40.6482891,19.61,lamost_low,train
spec-56369-HD090808N144241B01_sp16-101,G,136.473626,16.451193,31.26,lamost_low,train
spec-56700-GAC105N57V2_sp04-107,G,106.19119,57.665554,55.54,lamost_low,train
spec-59726-TD181553N302359H01_sp12-077,G,275.4179697,31.845301,172.63,lamost_low,train
spec-57311-EG215559N100549B01_sp14-079,G,327.550381,10.967663,33.98,lamost_low,train
spec-56811-KP190339N395439V01_sp05-014,G,285.706292,38.476639,31.37,lamost_low,train
spec-59694-TD115653N613257H01_sp13-016,G,183.8378909,61.9181993,51.24,lamost_low,train
spec-57024-GAC049N39B2_sp01-205,G,49.03504,37.005988,14.42,lamost_low,train
spec-56404-HD114750N494922B01_sp05-200,G,175.44146,48.859183,89.82,lamost_low,train
spec-56619-HD235547N481312B01_sp11-197,G,358.966482,50.28705,30.06,lamost_low,train
spec-57829-HD061201N194725V01_sp09-109,G,93.6116406,21.0352558,166.28,lamost_low,train
spec-56608-GAC069N20B1_sp03-050,G,68.536863,20.223474,58.45,lamost_low,train
spec-57789-HIP29425K201_sp12-131,G,93.5214918,24.8019998,11.75,lamost_low,train
spec-57034-GAC050N29M1_sp05-220,G,49.106729,27.621863,19.72,lamost_low,train
spec-55875-GAC_072N28_B1_sp14-168,G,70.680367,29.036583,72.49,lamost_low,train
spec-56671-HD124702N090350V01_sp02-071,G,191.369929,7.46205,133.43,lamost_low,train
spec-58988-HD162945N351206M01_sp07-152,G,248.188798,33.2963311,33.43,lamost_low,train
spec-59725-HD165618N524154M01_sp08-247,G,255.3641352,52.4872753,11.19,lamost_low,train
spec-56018-B5601808_sp03-115,G,249.1423724,39.4553895,14.39,lamost_low,train
spec-56228-GAC102N27B1_sp15-076,G,101.5576,28.339856,50.26,lamost_low,train
spec-57798-HD042432N505042V02_sp01-130,G,66.5871322,49.3064739,210.52,lamost_low,train
spec-58489-KII102300N063233B02_sp16-200,G,154.137609,8.042968,84.63,lamost_low,train
spec-59204-HD084531N282643B02_sp09-077,G,131.854263,29.898675,104.67,lamost_low,train
spec-56654-GAC091N59V2_sp06-125,G,95.03707,58.275363,79.25,lamost_low,train
spec-55951-GAC_060N28_M1_sp01-071,G,59.985116,26.928276,5.91,lamost_low,train
spec-59528-EG034838N001340V02_sp08-133,G,58.3245503,-0.3565328,166.11,lamost_low,train
spec-59224-TD042836N191049H01_sp12-069,G,68.156998,20.9190663,233.2,lamost_low,train
spec-58224-HD092159N212954V02_sp13-142,G,142.322638,22.113019,66.7,lamost_low,train
spec-59549-HD015453N404207V01_sp12-242,G,30.289665,42.711151,45.16,lamost_low,train
spec-55976-F5597612_sp14-227,G,168.291687,54.723964,22.24,lamost_low,train
spec-57542-HD152630N280739B02_sp01-138,G,231.606149,26.572714,6.79,lamost_low,train
spec-58848-HD045545N303304V01_sp15-188,G,73.7313292,31.3862131,91.21,lamost_low,train
spec-59581-EG041109N021906B02_sp08-199,G,63.34138,1.274975,6.3,lamost_low,train
spec-58130-KII113634N060623B01_sp11-186,G,174.216051,8.283557,25.71,lamost_low,train
spec-56562-M31015N35B1_sp05-055,G,15.57906,34.804879,47.94,lamost_low,train
spec-58460-HD015453N404207B02_sp13-017,G,31.699467,41.320623,25.84,lamost_low,train
spec-57378-GAC120N14B1_sp14-159,G,119.18788,15.524626,23.51,lamost_low,train
spec-57043-GAC082N33B1_sp13-015,G,84.770747,34.436641,105.58,lamost_low,train
spec-55994-GAC_098N33_V1_sp04-192,G,98.092913,32.888713,17.44,lamost_low,train
spec-56963-HD031601N350242V01_sp09-212,G,50.0755931,35.4255472,385.35,lamost_low,train
spec-56971-HD053330N523910V01_sp04-129,G,83.1384528,52.0789847,62.13,lamost_low,train
spec-57384-GAC117N45B1_sp12-121,G,120.32006,47.298666,7.69,lamost_low,train
spec-58575-KII082321N181955V01_sp07-220,G,127.1901872,16.3899508,9.43,lamost_low,train
spec-56338-HD144325N263140F01_sp04-071,G,221.433794,26.81895,62.85,lamost_low,train
spec-56395-GAC126N07V1_sp11-096,G,126.04445,9.2549368,28.18,lamost_low,train
spec-57066-GAC076N18B2_sp03-217,G,75.927213,18.963662,114.31,lamost_low,train
spec-55940-B5594004_sp04-108,G,139.506175,31.099487,185.01,lamost_low,train
spec-56326-HD090902N172810M01_sp11-114,G,137.444555,19.427309,5.59,lamost_low,train
spec-56640-GAC064N42V2_sp10-168,G,62.576967,41.087511,38.03,lamost_low,train
spec-56685-GAC112N35B2_sp01-244,G,111.64083,32.75592,9.24,lamost_low,train
spec-57369-EG032649N000134B01_sp01-041,G,51.333594,-2.120594,35.49,lamost_low,train
spec-56653-HD081205N465629V01_sp16-218,G,120.697925,48.557084,61.69,lamost_low,train
spec-57009-HD120710N125907V01_sp07-006,G,182.665624,11.105971,251.83,lamost_low,train
spec-56265-EG012217N184057B01_sp07-065,G,22.132893,17.076447,78.07,lamost_low,train
spec-58903-KII113018S030012V01_sp09-159,G,173.039112,-2.241597,442.35,lamost_low,train
spec-56298-HD082137N335612M01_sp02-113,G,123.993004,31.850664,87.8,lamost_low,train
spec-57717-M31007N33B2_sp03-138,G,6.6009855,34.353277,37.37,lamost_low,train
spec-57660-EG235140N044152M01_sp03-199,G,357.329049,4.4405598,11.63,lamost_low,train
spec-57386-HD091118N401801V01_sp14-046,G,135.040383,40.509915,147.7,lamost_low,train
spec-56660-HD121616S031407V01_sp05-074,G,183.373931,-3.995325,135.97,lamost_low,train
spec-57135-HD184021N334104V01_sp15-226,G,279.271889,34.609061,108.13,lamost_low,train
spec-59583-EG011815N023302B03_sp11-206,G,19.751542,4.859425,29.36,lamost_low,train
spec-59200-HD095839N105737M02_sp02-115,G,148.6310621,8.7587571,18.44,lamost_low,train
spec-56966-HD024343N412952V01_sp11-094,G,40.800381,43.271444,47.44,lamost_low,train
spec-56325-GAC076N33V2_sp13-248,G,78.532074,34.498847,72.27,lamost_low,train
spec-57738-KP010142N094445V01_sp11-193,G,15.389313,11.84084,75.28,lamost_low,train
spec-57326-EG015109N203051B01_sp02-078,G,26.339429,18.704309,148.67,lamost_low,train
spec-55886-F8606_sp15-063,G,53.352772,6.586201,98.97,lamost_low,train
spec-56981-HD071855N000445V01_sp03-153,G,109.041819,0.221121,33.02,lamost_low,train
spec-56671-VB136N01V1_sp09-219,G,137.47376,1.927397,22.31,lamost_low,train
spec-58398-HD011401N342933B01_sp07-146,G,21.0370156,33.3518931,14.03,lamost_low,train
spec-56271-GAC114N32V2_sp11-227,G,115.08971,33.768284,11.69,lamost_low,train
spec-57135-HD113356N364856B01_sp11-113,G,174.058378,38.815574,49.04,lamost_low,train
spec-57920-HD203348N414621V01_sp04-209,G,308.591525,42.209874,68.2,lamost_low,train
spec-56202-EG232011N230528V01_sp14-031,G,347.567329,23.133471,5.01,lamost_low,train
spec-56359-GAC082N33B1_sp03-144,G,81.382345,34.244455,25.66,lamost_low,train
spec-56777-HD141829N034028B01_sp01-090,G,214.848795,1.691045,36.54,lamost_low,train
spec-55917-GAC_107N27_B1_sp07-026,G,109.51468,26.240882,21.88,lamost_low,train
spec-59201-EG010638N231357M01_sp08-049,G,17.4170869,23.1297979,27.04,lamost_low,train
spec-57881-HD132545N565813V02_sp08-182,G,202.26176,55.887597,163.97,lamost_low,train
spec-58169-HD041928N115758V01_sp14-134,G,62.9118806,12.7801106,146.62,lamost_low,train
spec-55876-B7601_sp04-045,G,331.963504,26.00511,21.39,lamost_low,train
spec-55976-GAC_099N04_V1_sp09-138,G,101.04732,4.964752,14.29,lamost_low,train
spec-57425-KP084656N120635B01_sp01-212,G,131.340828,9.689542,59.3,lamost_low,train
spec-57757-HD121027N290405M02_sp16-218,G,180.812955,30.730411,73.39,lamost_low,train
spec-59140-HIP10957601_sp04-223,G,333.3584582,6.6711453,245.64,lamost_low,train
spec-56627-GAC056N46V2_sp15-166,G,55.299323,47.451187,76.01,lamost_low,train
spec-57389-GAC094N12M1_sp09-169,G,94.677051,13.092825,57.97,lamost_low,train
spec-59111-HD211542N164339V01_sp14-204,G,316.890477,17.158156,163.91,lamost_low,train
spec-55975-B5597505_sp16-122,G,200.0442102,31.9017556,28.69,lamost_low,train
spec-57732-GAC061N46B2_sp13-205,G,64.273574,47.281032,48.3,lamost_low,train
spec-57410-KP041801N181524V01_sp03-170,G,63.5695722,18.3479128,18.75,lamost_low,train
spec-57476-HD103517N212243B01_sp11-114,G,159.17936,23.346046,38.92,lamost_low,train
spec-57386-HD074002N110521V01_sp16-124,G,114.6100494,12.7449044,27.96,lamost_low,train
spec-56419-HD164551N460240B01_sp12-081,G,253.290405,47.630695,57.75,lamost_low,train
spec-58495-GAC117N27M1_sp03-028,G,116.29875,26.7691,38.23,lamost_low,train
spec-56729-HD163226N274234V_sp11-233,G,248.243793,29.292489,86.79,lamost_low,train
spec-56775-VB178N14V1_sp13-053,G,180.90962,14.230187,32.91,lamost_low,train
spec-57407-EG011407N160800V01_sp08-070,G,19.991673,15.679353,84.53,lamost_low,train
spec-56317-HD104520N453358B01_sp14-180,G,158.425181,45.667394,18.13,lamost_low,train
spec-58423-TD080016N404735S01_sp12-068,G,121.173,42.7645,8.32,lamost_low,train
spec-55952-F5595204_sp03-064,G,155.1499059,46.3249802,47.88,lamost_low,train
spec-58989-HD182749N001159B01_sp01-024,G,277.011283,-2.002637,23.25,lamost_low,train
spec-57477-HD122233N482110B02_sp06-167,G,188.597491,47.569691,88.81,lamost_low,train
spec-57401-HD133236N142339B01_sp13-231,G,204.740195,15.084537,21.96,lamost_low,train
spec-56225-GAC051N24B1_sp01-148,G,51.199496,23.014957,67.1,lamost_low,train
spec-58902-GAC105N47B2_sp08-159,G,106.80078,46.233388,60.78,lamost_low,train
spec-56979-EG014118N254444B01_sp09-185,G,26.747602,26.200307,105.64,lamost_low,train
spec-57026-HD112941N152447B01_sp09-094,G,173.066843,16.925763,119.7,lamost_low,train
spec-58873-HD124411S025033B02_sp05-178,G,190.232629,-3.764917,144.49,lamost_low,train
spec-57025-HD095639S002741B01_sp14-120,G,146.9438812,0.0391758,5.36,lamost_low,train
spec-56568-VB081N11V1_sp10-073,G,79.314827,11.044977,95.23,lamost_low,train
spec-57821-KP114225N022143B01_sp13-118,G,177.5271489,3.0875492,89.46,lamost_low,train
spec-56376-HD162834N013512M01_sp10-007,G,245.124881,1.256985,67.94,lamost_low,train
spec-57751-KP114249S033242B02_sp03-207,G,174.835114,-3.090808,141.7,lamost_low,train
spec-56945-HD053340N481639V01_sp02-045,G,81.1987875,46.6933439,105.82,lamost_low,train
spec-58050-KP194045N483045V06_sp09-039,G,296.37265,49.30027,169.03,lamost_low,train
spec-57097-HD094135N311640V01_sp01-241,G,144.609554,29.032763,48.55,lamost_low,train
spec-57039-EG024027N133137B01_sp14-206,G,38.145796,13.998415,57.8,lamost_low,train
spec-56304-HD083110N401329F01_sp01-154,G,127.8365687,38.7186848,87.51,lamost_low,train
spec-56267-GAC113N26V2_sp05-223,G,113.14227,25.461103,65.5,lamost_low,train
spec-56948-EG031956N084159M_sp09-243,G,51.0802593,8.8638153,34.28,lamost_low,train
spec-57389-KP082807N210854V01_sp04-045,G,126.890349,21.597324,105.98,lamost_low,train
spec-57401-GAC098N14M2_sp02-091,G,96.391745,12.63421,9.03,lamost_low,train
spec-56559-EG011442N065942V01_sp07-212,G,19.8104,5.201832,32.11,lamost_low,train
spec-56435-HD161911N490217B01_sp08-122,G,246.166581,47.814149,54.1,lamost_low,train
spec-58549-HD163804N393437V01_sp09-225,G,250.723427,39.982114,53.57,lamost_low,train
spec-56640-GAC064N42V2_sp04-229,G,65.057648,42.253757,53.53,lamost_low,train
spec-59166-GAC091N59M1_sp15-139,G,91.545456,60.425943,49.08,lamost_low,train
spec-57716-HIP29425K201_sp12-042,G,94.3439842,25.2483711,138.8,lamost_low,train
spec-59670-HD175009N095053V03_sp05-165,G,266.4646869,9.0581842,122.08,lamost_low,train
spec-57016-GAC058N16B2_sp05-241,G,57.985559,15.649203,53.3,lamost_low,train
spec-55968-GAC_070N40_V3_sp02-233,G,68.712397,39.234856,91.91,lamost_low,train
spec-57831-HD142214N292211V03_sp13-095,G,217.801328,29.382563,76.28,lamost_low,train
spec-58253-HD163334N102208B01_sp16-135,G,247.645546,12.256425,67.52,lamost_low,train
spec-56384-HD144536N080934M01_sp06-035,G,223.0967794,7.8725464,9.54,lamost_low,train
spec-59726-HD154528N083911B02_sp01-181,G,236.872778,6.330587,79.83,lamost_low,train
spec-57085-HD153816N243118B01_sp05-205,G,233.818544,23.1957,35.27,lamost_low,train
spec-59549-HD001644N362929B01_sp07-216,G,4.923126,35.019058,24.59,lamost_low,train
spec-57397-GAC070N40M1_sp01-207,G,69.546613,38.370976,18.85,lamost_low,train
spec-57004-GAC081N20B1_sp04-222,G,81.454639,20.958438,159.09,lamost_low,train
spec-59224-TD042836N191049H01_sp15-104,G,67.1302243,19.8444109,139.17,lamost_low,train
spec-56385-HD113019N471440M01_sp02-241,G,171.075365,45.69642,54.86,lamost_low,train
spec-56621-GAC108N21V3_sp01-202,G,108.40096,19.613339,7.28,lamost_low,train
spec-59676-HD093120N125131B02_sp14-112,G,140.734557,13.50222,70.25,lamost_low,train
spec-56427-HD140817N492729B01_sp03-168,G,210.612306,49.534689,67.73,lamost_low,train
spec-58170-HD092603S011405V02_sp12-220,G,143.324404,-0.007071,191.17,lamost_low,train
spec-56681-GAC062N16B1_sp03-217,G,61.78492,16.924085,97.31,lamost_low,train
spec-55939-GAC_104N11_V3_sp13-036,G,106.70921,12.217452,44.21,lamost_low,train
spec-55999-GAC_112N06_V2_sp05-078,G,111.56486,5.5772412,44.71,lamost_low,train
spec-56309-GAC088N20V1_sp15-190,G,88.292869,21.053646,42.81,lamost_low,train
spec-58456-KII061029N225952V01_sp16-074,G,91.5367883,24.6955892,128.88,lamost_low,train
spec-59614-HD083415N451147B02_sp16-243,G,127.089441,47.195495,97.19,lamost_low,train
spec-57297-EG224242N000415B01_sp16-020,G,338.710964,1.261199,178.96,lamost_low,train
spec-59550-EG000023N024031B04_sp05-161,G,359.174215,1.707022,20.57,lamost_low,train
spec-57369-EG032649N000134B01_sp04-041,G,51.485458,0.326255,19.63,lamost_low,train
spec-57869-HD125932N280356M02_sp15-236,G,193.9563608,28.8018549,55.58,lamost_low,train
spec-56302-HD100908N183150B01_sp04-065,G,152.444684,18.645844,85.97,lamost_low,train
spec-56562-M31015N35B1_sp03-143,G,15.152487,35.761379,37.84,lamost_low,train
spec-56687-GAC080N37V1_sp11-115,G,80.372242,39.507046,24.59,lamost_low,train
spec-59170-HD030252N470637V02_sp06-182,G,48.504291,46.573831,13.93,lamost_low,train
spec-57443-HD134804N132012V01_sp03-163,G,206.0113439,13.4347731,103.79,lamost_low,train
spec-59726-HD154528N083911B02_sp05-047,G,236.620723,7.343904,27.05,lamost_low,train
spec-57419-HD145433N463537B02_sp09-166,G,224.374389,47.289288,19.86,lamost_low,train
spec-57101-HD081645N072221V01_sp04-211,G,124.591057,7.808503,5.25,lamost_low,train
spec-57731-HD082137N335612M02_sp01-064,G,124.885746,32.0819359,19.41,lamost_low,train
spec-57034-GAC103N38B2_sp09-080,G,104.1279,40.307369,44.7,lamost_low,train
spec-57166-HD154844N180829M01_sp14-186,G,235.002137,18.5557331,8.42,lamost_low,train
spec-59583-HD131828N011447M02_sp07-127,G,200.650793,-0.732354,49.67,lamost_low,train
spec-58106-KII102026N112110B01_sp05-113,G,155.166665,10.669904,8.02,lamost_low,train
spec-58423-TD080016N404735S01_sp14-112,G,117.2803,41.37806,160.2,lamost_low,train
spec-58131-HD015900N342022B02_sp01-091,G,29.88055,32.266909,75.2,lamost_low,train
spec-59576-HD031226N474333B02_sp10-086,G,45.655528,47.530162,53.19,lamost_low,train
spec-56757-HD145323N181407V_sp10-206,G,221.808289,17.620075,60.71,lamost_low,train
spec-57360-GAC108N13B2_sp09-010,G,109.07526,13.866193,78.5,lamost_low,train
spec-56255-VB041N35V2_sp13-109,G,43.222881,35.986252,13.82,lamost_low,train
spec-57358-HD080408N330150V01_sp11-149,G,120.8888972,35.5040425,123.01,lamost_low,train
spec-59140-HD011401N342933V01_sp06-088,G,20.764392,34.25108,150.11,lamost_low,train
spec-56737-HD102653N171310V01_sp10-012,G,154.553197,17.098885,79.57,lamost_low,train
spec-57426-HD094116N555159V01_sp15-113,G,145.51751,56.735532,124.93,lamost_low,train
spec-56257-VB002N31V2_sp12-115,G,4.037004,33.046711,55.89,lamost_low,train
spec-59585-GAC110N17M1_sp09-146,G,112.04672,17.87351,72.31,lamost_low,train
spec-57401-HD112914S042705B01_sp09-037,G,173.271562,-3.709659,159.53,lamost_low,train
spec-58166-GACII073N61B2_sp10-169,G,70.239519,60.568561,141.64,lamost_low,train
spec-58097-GAC118N39B2_sp09-143,G,120.6564,39.718212,17.21,lamost_low,train
spec-58137-HD135059N531725B02_sp02-118,G,206.550566,51.211708,70.18,lamost_low,train
spec-56590-HD011332N441019B01_sp14-090,G,16.252169,45.13826,56.87,lamost_low,train
spec-57010-HD105614N420029B01_sp14-193,G,161.496161,42.109024,31.09,lamost_low,train
